SEASON,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABB,TEAM_NAME,INDEX,PLAY_TYPE,POSS,FREQ,FREQ_PCTL,PPP,PPP_PCTL,GP,PTS,FGM,FGA,FG_PCT,EFG_PCT,SF_FREQ,FTA_FREQ,AND1_FREQ,TOV_FREQ
2017-18,201566,Russell Westbrook,1610612760,OKC,Oklahoma City Thunder,1,Isolation,402,0.175,95.3,0.82,42.6,80,329,122,335,0.364,0.4,0.107,0.114,0.022,0.075
2017-18,201567,Kevin Love,1610612739,CLE,Cleveland Cavaliers,1,Isolation,28,0.03,11.6,0.86,52.5,59,24,9,22,0.409,0.409,0.107,0.143,0.036,0.107
2017-18,201568,Danilo Gallinari,1610612746,LAC,LA Clippers,1,Isolation,51,0.16,93.8,0.86,53.5,21,44,15,40,0.375,0.4,0.118,0.118,0.0,0.098
2017-18,201569,Eric Gordon,1610612745,HOU,Houston Rockets,1,Isolation,116,0.097,73.9,0.99,75.5,69,115,40,86,0.465,0.494,0.147,0.172,0.034,0.121
2017-18,201571,D.J. Augustin,1610612753,ORL,Orlando Magic,1,Isolation,38,0.051,34.4,0.97,73.3,75,37,13,32,0.406,0.484,0.079,0.079,0.0,0.079
2017-18,201572,Brook Lopez,1610612747,LAL,Los Angeles Lakers,1,Isolation,25,0.026,7.6,1.16,93.3,74,29,10,18,0.556,0.583,0.2,0.24,0.08,0.12
2017-18,201573,Jerryd Bayless,1610612755,PHI,Philadelphia 76ers,1,Isolation,15,0.046,30.4,0.6,10.1,40,9,4,12,0.333,0.375,0.0,0.0,0.0,0.2
2017-18,201577,Robin Lopez,1610612741,CHI,Chicago Bulls,1,Isolation,10,0.013,0.0,1.0,80.80000000000001,64,10,5,10,0.5,0.5,0.0,0.0,0.0,0.0
2017-18,201578,Marreese Speights,1610612753,ORL,Orlando Magic,1,Isolation,17,0.041,26.1,0.88,57.3,52,15,3,11,0.273,0.318,0.176,0.294,0.059,0.118
2017-18,201583,Ryan Anderson,1610612745,HOU,Houston Rockets,1,Isolation,10,0.018,1.8,0.7,20.9,66,7,1,5,0.2,0.2,0.3,0.3,0.0,0.2
2017-18,201584,Courtney Lee,1610612752,NYK,New York Knicks,1,Isolation,73,0.082,64.1,0.84,47.2,76,61,20,62,0.323,0.403,0.082,0.082,0.0,0.068
2017-18,201585,Kosta Koufos,1610612758,SAC,Sacramento Kings,1,Isolation,22,0.047,31.2,0.73,25.1,71,16,8,20,0.4,0.4,0.0,0.0,0.0,0.091
2017-18,201586,Serge Ibaka,1610612761,TOR,Toronto Raptors,1,Isolation,43,0.047,31.2,1.0,80.80000000000001,76,43,19,39,0.487,0.5,0.07,0.093,0.047,0.047
2017-18,201587,Nicolas Batum,1610612766,CHA,Charlotte Hornets,1,Isolation,47,0.057,39.5,0.98,73.8,64,46,19,42,0.452,0.488,0.064,0.064,0.021,0.064
2017-18,201588,George Hill,1610612739,CLE,Cleveland Cavaliers,1,Isolation,14,0.061,44.6,1.43,98.2,24,20,8,14,0.571,0.714,0.0,0.0,0.0,0.0
2017-18,201588,George Hill,1610612758,SAC,Sacramento Kings,1,Isolation,30,0.07,55.8,1.0,80.80000000000001,43,30,12,23,0.522,0.565,0.1,0.133,0.033,0.133
2017-18,201596,Mario Chalmers,1610612763,MEM,Memphis Grizzlies,1,Isolation,40,0.064,50.0,0.8,37.7,66,32,8,29,0.276,0.293,0.175,0.2,0.025,0.1
2017-18,201601,Luc Mbah a Moute,1610612745,HOU,Houston Rockets,1,Isolation,14,0.03,11.6,1.5,100.0,61,21,6,7,0.857,0.857,0.429,0.429,0.214,0.286
2017-18,201609,Goran Dragic,1610612748,MIA,Miami Heat,1,Isolation,73,0.054,36.2,0.93,68.10000000000001,75,68,23,59,0.39,0.458,0.055,0.11,0.014,0.096
2017-18,201933,Blake Griffin,1610612746,LAC,LA Clippers,1,Isolation,86,0.111,80.1,0.95,70.19999999999999,33,82,30,73,0.411,0.473,0.093,0.116,0.023,0.058
2017-18,201933,Blake Griffin,1610612765,DET,Detroit Pistons,1,Isolation,66,0.125,85.5,0.91,63.2,25,60,21,59,0.356,0.424,0.076,0.106,0.015,0.015
2017-18,201935,James Harden,1610612745,HOU,Houston Rockets,1,Isolation,719,0.35,100.0,1.22,95.7,72,877,251,567,0.443,0.552,0.182,0.197,0.035,0.046
2017-18,201936,Tyreke Evans,1610612763,MEM,Memphis Grizzlies,1,Isolation,143,0.141,89.9,1.02,83.0,52,146,53,125,0.424,0.492,0.105,0.105,0.028,0.049
2017-18,201937,Ricky Rubio,1610612762,UTA,Utah Jazz,1,Isolation,48,0.042,26.8,1.0,80.80000000000001,77,48,16,37,0.432,0.473,0.188,0.188,0.063,0.104
2017-18,201939,Stephen Curry,1610612744,GSW,Golden State Warriors,1,Isolation,78,0.069,55.1,1.05,86.2,51,82,32,62,0.516,0.597,0.051,0.064,0.0,0.128
2017-18,201942,DeMar DeRozan,1610612761,TOR,Toronto Raptors,1,Isolation,242,0.133,88.0,1.03,84.0,80,249,89,198,0.449,0.467,0.165,0.174,0.045,0.054
2017-18,201949,James Johnson,1610612748,MIA,Miami Heat,1,Isolation,118,0.143,90.6,0.89,58.5,73,105,44,96,0.458,0.474,0.119,0.119,0.051,0.119
2017-18,201950,Jrue Holiday,1610612740,NOP,New Orleans Pelicans,1,Isolation,173,0.112,80.4,1.0,80.80000000000001,81,173,71,154,0.461,0.503,0.075,0.081,0.035,0.064
2017-18,201952,Jeff Teague,1610612750,MIN,Minnesota Timberwolves,1,Isolation,154,0.143,90.6,0.98,74.1,70,151,55,129,0.426,0.488,0.104,0.11,0.013,0.065
2017-18,201954,Darren Collison,1610612754,IND,Indiana Pacers,1,Isolation,55,0.07,55.8,0.98,74.5,69,54,23,52,0.442,0.452,0.073,0.073,0.018,0.0
2017-18,201959,Taj Gibson,1610612750,MIN,Minnesota Timberwolves,1,Isolation,12,0.013,0.0,1.33,97.5,82,16,7,10,0.7,0.7,0.083,0.083,0.0,0.083
2017-18,201960,DeMarre Carroll,1610612751,BKN,Brooklyn Nets,1,Isolation,59,0.059,42.4,0.73,26.200000000000003,73,43,12,38,0.316,0.329,0.136,0.22,0.0,0.136
2017-18,201976,Patrick Beverley,1610612746,LAC,LA Clippers,1,Isolation,10,0.066,52.2,1.1,90.4,11,11,5,9,0.556,0.611,0.0,0.0,0.0,0.1
2017-18,201980,Danny Green,1610612759,SAS,San Antonio Spurs,1,Isolation,13,0.02,3.3,0.85,49.8,70,11,5,13,0.385,0.385,0.077,0.077,0.077,0.0
2017-18,201988,Patty Mills,1610612759,SAS,San Antonio Spurs,1,Isolation,27,0.032,14.1,1.44,98.6,82,39,16,24,0.667,0.771,0.037,0.037,0.0,0.074
2017-18,202066,Garrett Temple,1610612758,SAC,Sacramento Kings,1,Isolation,35,0.06,43.1,1.09,89.7,65,38,12,26,0.462,0.538,0.171,0.2,0.029,0.086
2017-18,202083,Wesley Matthews,1610612742,DAL,Dallas Mavericks,1,Isolation,56,0.068,54.3,0.64,15.6,63,36,13,44,0.295,0.341,0.071,0.071,0.0,0.143
2017-18,202322,John Wall,1610612764,WAS,Washington Wizards,1,Isolation,213,0.229,98.6,0.95,69.5,41,202,71,159,0.447,0.459,0.178,0.197,0.038,0.094
2017-18,202323,Evan Turner,1610612757,POR,Portland Trail Blazers,1,Isolation,69,0.096,73.6,0.81,40.8,79,56,23,58,0.397,0.397,0.087,0.087,0.014,0.087
2017-18,202326,DeMarcus Cousins,1610612740,NOP,New Orleans Pelicans,1,Isolation,162,0.127,86.6,0.78,35.5,48,127,46,116,0.397,0.414,0.148,0.16,0.043,0.167
2017-18,202328,Greg Monroe,1610612738,BOS,Boston Celtics,1,Isolation,21,0.075,60.1,1.05,85.8,26,22,10,18,0.556,0.556,0.095,0.095,0.0,0.048
2017-18,202328,Greg Monroe,1610612756,PHX,Phoenix Suns,1,Isolation,10,0.047,31.2,0.5,3.2,20,5,2,9,0.222,0.222,0.1,0.1,0.0,0.0
2017-18,202329,Al-Farouq Aminu,1610612757,POR,Portland Trail Blazers,1,Isolation,17,0.024,5.8,0.59,8.9,69,10,4,12,0.333,0.333,0.059,0.059,0.0,0.235
2017-18,202331,Paul George,1610612760,OKC,Oklahoma City Thunder,1,Isolation,199,0.115,81.9,0.87,54.6,79,173,60,158,0.38,0.43,0.116,0.136,0.03,0.101
2017-18,202339,Eric Bledsoe,1610612749,MIL,Milwaukee Bucks,1,Isolation,95,0.073,58.7,1.06,88.7,71,101,36,77,0.468,0.526,0.126,0.147,0.042,0.095
2017-18,202340,Avery Bradley,1610612765,DET,Detroit Pistons,1,Isolation,20,0.029,9.8,0.65,16.400000000000002,40,13,5,18,0.278,0.278,0.05,0.1,0.05,0.05
2017-18,202355,Hassan Whiteside,1610612748,MIA,Miami Heat,1,Isolation,25,0.034,16.7,0.64,14.9,54,16,7,23,0.304,0.304,0.04,0.04,0.0,0.04
2017-18,202357,Nemanja Bjelica,1610612750,MIN,Minnesota Timberwolves,1,Isolation,15,0.034,16.7,0.73,27.800000000000004,67,11,5,14,0.357,0.393,0.0,0.0,0.0,0.067
2017-18,202362,Lance Stephenson,1610612754,IND,Indiana Pacers,1,Isolation,124,0.138,88.4,0.81,39.0,82,100,39,104,0.375,0.404,0.097,0.097,0.008,0.073
2017-18,202397,Ish Smith,1610612765,DET,Detroit Pistons,1,Isolation,68,0.071,56.9,1.0,80.80000000000001,82,68,31,61,0.508,0.508,0.103,0.103,0.059,0.059
2017-18,202498,Lance Thomas,1610612752,NYK,New York Knicks,1,Isolation,11,0.033,16.3,0.18,0.4,73,2,1,10,0.1,0.1,0.0,0.0,0.0,0.091
2017-18,202681,Kyrie Irving,1610612738,BOS,Boston Celtics,1,Isolation,212,0.16,93.8,1.04,85.1,60,220,82,186,0.441,0.503,0.085,0.094,0.019,0.047
2017-18,202683,Enes Freedom,1610612752,NYK,New York Knicks,1,Isolation,14,0.015,0.7,0.71,23.1,71,10,5,12,0.417,0.417,0.0,0.0,0.0,0.143
2017-18,202685,Jonas Valanciunas,1610612761,TOR,Toronto Raptors,1,Isolation,26,0.029,9.8,1.12,91.1,77,29,14,22,0.636,0.659,0.0,0.0,0.0,0.154
2017-18,202689,Kemba Walker,1610612766,CHA,Charlotte Hornets,1,Isolation,111,0.065,51.1,0.82,42.9,80,91,37,103,0.359,0.393,0.045,0.063,0.018,0.027
2017-18,202691,Klay Thompson,1610612744,GSW,Golden State Warriors,1,Isolation,59,0.044,28.6,0.85,50.4,73,50,20,49,0.408,0.469,0.034,0.034,0.0,0.136
2017-18,202692,Alec Burks,1610612762,UTA,Utah Jazz,1,Isolation,60,0.113,80.8,0.85,50.9,64,51,19,50,0.38,0.47,0.05,0.05,0.033,0.15
2017-18,202693,Markieff Morris,1610612764,WAS,Washington Wizards,1,Isolation,51,0.059,42.4,0.94,69.1,73,48,21,42,0.5,0.5,0.098,0.098,0.02,0.098
2017-18,202694,Marcus Morris Sr.,1610612738,BOS,Boston Celtics,1,Isolation,93,0.126,86.2,0.9,61.7,54,84,33,80,0.413,0.425,0.086,0.108,0.0,0.032
2017-18,202695,Kawhi Leonard,1610612759,SAS,San Antonio Spurs,1,Isolation,20,0.14,89.1,0.55,6.4,10,11,5,19,0.263,0.289,0.0,0.0,0.0,0.05
2017-18,202696,Nikola Vucevic,1610612753,ORL,Orlando Magic,1,Isolation,29,0.029,9.8,0.9,60.3,57,26,12,23,0.522,0.522,0.034,0.034,0.0,0.172
2017-18,202697,Iman Shumpert,1610612739,CLE,Cleveland Cavaliers,1,Isolation,18,0.228,98.2,1.0,80.80000000000001,14,18,7,14,0.5,0.571,0.056,0.111,0.0,0.111
2017-18,202699,Tobias Harris,1610612746,LAC,LA Clippers,1,Isolation,84,0.14,89.1,1.07,89.4,32,90,38,76,0.5,0.553,0.06,0.06,0.012,0.048
2017-18,202699,Tobias Harris,1610612765,DET,Detroit Pistons,1,Isolation,70,0.086,67.4,0.93,67.0,48,65,24,60,0.4,0.45,0.129,0.114,0.043,0.057
2017-18,202703,Nikola Mirotic,1610612740,NOP,New Orleans Pelicans,1,Isolation,13,0.03,11.6,1.15,92.6,30,15,7,13,0.538,0.577,0.0,0.0,0.0,0.0
2017-18,202703,Nikola Mirotic,1610612741,CHI,Chicago Bulls,1,Isolation,26,0.071,56.9,0.77,32.1,25,20,7,24,0.292,0.333,0.038,0.077,0.0,0.0
2017-18,202704,Reggie Jackson,1610612765,DET,Detroit Pistons,1,Isolation,89,0.122,84.1,0.82,43.3,45,73,26,74,0.351,0.399,0.124,0.124,0.011,0.056
2017-18,202705,MarShon Brooks,1610612763,MEM,Memphis Grizzlies,1,Isolation,37,0.291,99.3,1.46,99.3,7,54,21,34,0.618,0.75,0.108,0.108,0.081,0.054
2017-18,202709,Cory Joseph,1610612754,IND,Indiana Pacers,1,Isolation,46,0.063,47.8,0.59,8.5,82,27,12,41,0.293,0.293,0.022,0.065,0.022,0.065
2017-18,202710,Jimmy Butler,1610612750,MIN,Minnesota Timberwolves,1,Isolation,154,0.128,87.0,0.93,67.0,59,143,49,120,0.408,0.425,0.149,0.175,0.039,0.084
2017-18,202711,Bojan Bogdanovic,1610612754,IND,Indiana Pacers,1,Isolation,41,0.039,22.5,0.56,7.1,80,23,7,33,0.212,0.242,0.073,0.098,0.0,0.098
2017-18,202714,Shelvin Mack,1610612753,ORL,Orlando Magic,1,Isolation,34,0.062,47.1,0.71,21.6,69,24,7,26,0.269,0.269,0.206,0.206,0.029,0.059
2017-18,202734,E'Twaun Moore,1610612740,NOP,New Orleans Pelicans,1,Isolation,31,0.032,14.1,0.94,68.8,82,29,14,29,0.483,0.5,0.0,0.0,0.0,0.065
2017-18,202738,Isaiah Thomas,1610612739,CLE,Cleveland Cavaliers,1,Isolation,17,0.065,51.1,0.65,16.0,15,11,3,9,0.333,0.333,0.235,0.235,0.118,0.353
2017-18,202738,Isaiah Thomas,1610612747,LAL,Los Angeles Lakers,1,Isolation,23,0.074,59.1,0.83,45.0,17,19,6,17,0.353,0.382,0.087,0.13,0.0,0.13
2017-18,202779,Dwight Buycks,1610612765,DET,Detroit Pistons,1,Isolation,32,0.125,85.5,1.06,88.3,29,34,12,28,0.429,0.5,0.094,0.094,0.0,0.031
2017-18,203076,Anthony Davis,1610612740,NOP,New Orleans Pelicans,1,Isolation,142,0.076,61.2,0.81,40.400000000000006,75,115,42,116,0.362,0.366,0.134,0.134,0.021,0.07
2017-18,203077,Michael Kidd-Gilchrist,1610612766,CHA,Charlotte Hornets,1,Isolation,26,0.038,21.0,1.04,85.5,74,27,10,19,0.526,0.526,0.192,0.192,0.0,0.077
2017-18,203078,Bradley Beal,1610612764,WAS,Washington Wizards,1,Isolation,236,0.129,87.3,0.86,53.900000000000006,82,204,83,192,0.432,0.458,0.089,0.089,0.021,0.114
2017-18,203079,Dion Waiters,1610612748,MIA,Miami Heat,1,Isolation,89,0.173,94.9,0.8,37.2,30,71,23,68,0.338,0.382,0.124,0.146,0.011,0.101
2017-18,203081,Damian Lillard,1610612757,POR,Portland Trail Blazers,1,Isolation,290,0.158,93.5,1.06,87.9,73,308,87,212,0.41,0.455,0.183,0.214,0.021,0.076
2017-18,203083,Andre Drummond,1610612765,DET,Detroit Pistons,1,Isolation,104,0.083,65.2,0.73,26.700000000000003,78,76,25,67,0.373,0.373,0.231,0.24,0.019,0.135
2017-18,203084,Harrison Barnes,1610612742,DAL,Dallas Mavericks,1,Isolation,318,0.219,97.8,0.96,70.6,77,305,117,264,0.443,0.468,0.116,0.132,0.038,0.075
2017-18,203085,Austin Rivers,1610612746,LAC,LA Clippers,1,Isolation,215,0.218,97.5,1.06,87.6,61,228,85,192,0.443,0.526,0.088,0.098,0.028,0.033
2017-18,203087,Jeremy Lamb,1610612766,CHA,Charlotte Hornets,1,Isolation,83,0.082,64.1,0.88,56.7,80,73,27,75,0.36,0.413,0.096,0.108,0.048,0.036
2017-18,203090,Maurice Harkless,1610612757,POR,Portland Trail Blazers,1,Isolation,14,0.038,21.0,0.14,0.0,59,2,1,12,0.083,0.083,0.0,0.0,0.0,0.143
2017-18,203095,Evan Fournier,1610612753,ORL,Orlando Magic,1,Isolation,38,0.039,22.5,1.0,80.80000000000001,57,38,13,28,0.464,0.5,0.079,0.132,0.0,0.132
2017-18,203107,Tomas Satoransky,1610612764,WAS,Washington Wizards,1,Isolation,23,0.045,29.7,0.78,34.8,73,18,5,13,0.385,0.385,0.174,0.261,0.043,0.217
2017-18,203109,Jae Crowder,1610612762,UTA,Utah Jazz,1,Isolation,10,0.028,8.7,0.5,3.2,27,5,2,9,0.222,0.278,0.0,0.0,0.0,0.1
2017-18,203110,Draymond Green,1610612744,GSW,Golden State Warriors,1,Isolation,40,0.045,29.7,0.88,55.50000000000001,70,35,13,33,0.394,0.409,0.125,0.15,0.025,0.05
2017-18,203114,Khris Middleton,1610612749,MIL,Milwaukee Bucks,1,Isolation,149,0.093,72.8,0.88,56.39999999999999,82,131,51,123,0.415,0.439,0.094,0.101,0.034,0.107
2017-18,203115,Will Barton,1610612743,DEN,Denver Nuggets,1,Isolation,124,0.098,75.0,0.64,14.499999999999998,81,79,27,99,0.273,0.298,0.105,0.105,0.024,0.121
2017-18,203118,Mike Scott,1610612764,WAS,Washington Wizards,1,Isolation,16,0.025,6.9,1.31,97.2,76,21,10,16,0.625,0.625,0.063,0.063,0.063,0.0
2017-18,203121,Darius Miller,1610612740,NOP,New Orleans Pelicans,1,Isolation,19,0.034,16.7,0.84,48.4,82,16,8,17,0.471,0.471,0.0,0.0,0.0,0.105
2017-18,203124,Kyle O'Quinn,1610612752,NYK,New York Knicks,1,Isolation,31,0.057,39.5,0.77,33.1,77,24,11,29,0.379,0.379,0.032,0.032,0.0,0.032
2017-18,203145,Kent Bazemore,1610612737,ATL,Atlanta Hawks,1,Isolation,48,0.053,35.9,0.69,19.1,65,33,7,32,0.219,0.234,0.188,0.208,0.0,0.125
2017-18,203200,Justin Holiday,1610612741,CHI,Chicago Bulls,1,Isolation,15,0.016,1.4,1.0,80.80000000000001,72,15,5,11,0.455,0.5,0.067,0.133,0.0,0.133
2017-18,203210,JaMychal Green,1610612763,MEM,Memphis Grizzlies,1,Isolation,22,0.036,19.9,0.59,9.3,55,13,5,20,0.25,0.275,0.045,0.045,0.0,0.045
2017-18,203458,Alex Len,1610612756,PHX,Phoenix Suns,1,Isolation,10,0.018,1.8,1.0,80.80000000000001,69,10,4,7,0.571,0.571,0.0,0.1,0.0,0.2
2017-18,203459,Allen Crabbe,1610612751,BKN,Brooklyn Nets,1,Isolation,29,0.031,13.4,1.07,89.0,75,31,12,26,0.462,0.519,0.103,0.103,0.034,0.034
2017-18,203468,CJ McCollum,1610612757,POR,Portland Trail Blazers,1,Isolation,228,0.13,87.7,1.0,80.80000000000001,81,228,82,189,0.434,0.479,0.114,0.118,0.018,0.07
2017-18,203471,Dennis Schroder,1610612737,ATL,Atlanta Hawks,1,Isolation,216,0.151,92.4,1.09,90.1,67,235,86,176,0.489,0.526,0.134,0.148,0.032,0.069
2017-18,203477,Isaiah Canaan,1610612756,PHX,Phoenix Suns,1,Isolation,20,0.106,78.3,1.2,95.0,19,24,8,15,0.533,0.567,0.2,0.2,0.0,0.05
2017-18,203482,Kelly Olynyk,1610612748,MIA,Miami Heat,1,Isolation,30,0.035,18.1,0.83,46.2,76,25,8,23,0.348,0.37,0.167,0.167,0.067,0.133
2017-18,203484,Kentavious Caldwell-Pope,1610612747,LAL,Los Angeles Lakers,1,Isolation,31,0.032,14.1,1.03,84.8,74,32,11,29,0.379,0.431,0.161,0.161,0.097,0.0
2017-18,203486,Mason Plumlee,1610612743,DEN,Denver Nuggets,1,Isolation,19,0.035,18.1,0.63,13.8,74,12,5,13,0.385,0.385,0.211,0.211,0.053,0.158
