SEASON,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABB,TEAM_NAME,INDEX,PLAY_TYPE,POSS,FREQ,FREQ_PCTL,PPP,PPP_PCTL,GP,PTS,FGM,FGA,FG_PCT,EFG_PCT,SF_FREQ,FTA_FREQ,AND1_FREQ,TOV_FREQ
2019-20,201937,Ricky Rubio,1610612756,PHX,Phoenix Suns,1,Isolation,22,0.023,6.6,0.95,70.39999999999999,65,21,6,17,0.353,0.412,0.136,0.182,0.0,0.045
2019-20,201942,DeMar DeRozan,1610612759,SAS,San Antonio Spurs,1,Isolation,195,0.139,91.7,1.13,92.3,68,221,79,154,0.513,0.519,0.215,0.215,0.072,0.067
2019-20,201949,James Johnson,1610612750,MIN,Minnesota Timberwolves,1,Isolation,12,0.068,59.9,0.92,62.9,14,11,3,8,0.375,0.375,0.25,0.25,0.0,0.083
2019-20,201950,Jrue Holiday,1610612740,NOP,New Orleans Pelicans,1,Isolation,124,0.098,81.4,1.08,88.3,61,134,52,105,0.495,0.576,0.065,0.081,0.016,0.089
2019-20,201952,Jeff Teague,1610612737,ATL,Atlanta Hawks,1,Isolation,24,0.104,83.1,0.83,45.1,25,20,7,18,0.389,0.389,0.167,0.167,0.083,0.167
2019-20,201952,Jeff Teague,1610612750,MIN,Minnesota Timberwolves,1,Isolation,80,0.174,96.7,0.84,46.2,34,67,25,63,0.397,0.444,0.075,0.075,0.0,0.138
2019-20,201976,Patrick Beverley,1610612746,LAC,LA Clippers,1,Isolation,24,0.056,45.0,0.88,55.50000000000001,51,21,9,20,0.45,0.475,0.083,0.083,0.042,0.125
2019-20,201988,Patty Mills,1610612759,SAS,San Antonio Spurs,1,Isolation,15,0.022,5.0,0.6,10.9,66,9,3,11,0.273,0.318,0.067,0.067,0.0,0.2
2019-20,202066,Garrett Temple,1610612751,BKN,Brooklyn Nets,1,Isolation,28,0.041,28.5,0.64,15.0,62,18,7,25,0.28,0.32,0.071,0.071,0.036,0.071
2019-20,202083,Wesley Matthews,1610612749,MIL,Milwaukee Bucks,1,Isolation,15,0.031,14.9,0.8,36.1,67,12,1,10,0.1,0.1,0.333,0.333,0.067,0.067
2019-20,202330,Gordon Hayward,1610612738,BOS,Boston Celtics,1,Isolation,54,0.063,53.7,1.15,94.3,52,62,23,43,0.535,0.581,0.111,0.111,0.0,0.093
2019-20,202331,Paul George,1610612746,LAC,LA Clippers,1,Isolation,114,0.114,85.1,0.75,23.5,48,85,27,89,0.303,0.365,0.105,0.114,0.0,0.105
2019-20,202339,Eric Bledsoe,1610612749,MIL,Milwaukee Bucks,1,Isolation,84,0.089,71.9,1.08,88.7,61,91,28,55,0.509,0.609,0.167,0.19,0.036,0.19
2019-20,202355,Hassan Whiteside,1610612757,POR,Portland Trail Blazers,1,Isolation,15,0.016,0.8,0.53,6.9,67,8,4,12,0.333,0.333,0.0,0.0,0.0,0.2
2019-20,202357,Nemanja Bjelica,1610612758,SAC,Sacramento Kings,1,Isolation,25,0.032,16.9,0.68,17.8,72,17,7,18,0.389,0.417,0.04,0.04,0.0,0.24
2019-20,202397,Ish Smith,1610612764,WAS,Washington Wizards,1,Isolation,77,0.094,76.4,0.95,68.4,68,73,32,69,0.464,0.493,0.052,0.052,0.026,0.078
2019-20,202681,Kyrie Irving,1610612751,BKN,Brooklyn Nets,1,Isolation,66,0.129,89.3,1.06,85.8,20,70,27,58,0.466,0.543,0.015,0.061,0.015,0.076
2019-20,202684,Tristan Thompson,1610612739,CLE,Cleveland Cavaliers,1,Isolation,63,0.085,71.1,0.89,57.49999999999999,57,56,22,52,0.423,0.442,0.095,0.111,0.016,0.079
2019-20,202685,Jonas Valanciunas,1610612763,MEM,Memphis Grizzlies,1,Isolation,23,0.024,7.9,0.83,44.1,70,19,9,16,0.563,0.563,0.043,0.043,0.0,0.261
2019-20,202689,Kemba Walker,1610612738,BOS,Boston Celtics,1,Isolation,74,0.067,59.1,1.04,83.8,56,77,24,57,0.421,0.491,0.162,0.176,0.027,0.081
2019-20,202692,Alec Burks,1610612744,GSW,Golden State Warriors,1,Isolation,55,0.071,62.0,0.87,54.7,48,48,13,44,0.295,0.352,0.145,0.164,0.018,0.055
2019-20,202692,Alec Burks,1610612755,PHI,Philadelphia 76ers,1,Isolation,21,0.106,83.5,1.52,99.6,18,32,11,19,0.579,0.711,0.095,0.143,0.048,0.0
2019-20,202693,Markieff Morris,1610612765,DET,Detroit Pistons,1,Isolation,17,0.034,19.4,1.18,95.1,44,20,8,15,0.533,0.533,0.118,0.118,0.0,0.0
2019-20,202694,Marcus Morris Sr.,1610612746,LAC,LA Clippers,1,Isolation,20,0.097,79.3,0.45,3.6,19,9,3,18,0.167,0.194,0.1,0.1,0.0,0.0
2019-20,202694,Marcus Morris Sr.,1610612752,NYK,New York Knicks,1,Isolation,77,0.098,81.4,0.96,71.7,43,74,27,66,0.409,0.47,0.104,0.117,0.039,0.065
2019-20,202695,Kawhi Leonard,1610612746,LAC,LA Clippers,1,Isolation,213,0.147,92.6,1.05,84.6,57,224,81,172,0.471,0.52,0.099,0.131,0.014,0.075
2019-20,202699,Tobias Harris,1610612755,PHI,Philadelphia 76ers,1,Isolation,139,0.102,82.6,0.81,41.3,72,113,45,121,0.372,0.388,0.079,0.086,0.014,0.058
2019-20,202704,Reggie Jackson,1610612746,LAC,LA Clippers,1,Isolation,11,0.067,59.1,0.55,8.5,17,6,2,10,0.2,0.25,0.091,0.091,0.091,0.091
2019-20,202704,Reggie Jackson,1610612765,DET,Detroit Pistons,1,Isolation,16,0.068,59.9,0.62,13.4,14,10,4,15,0.267,0.333,0.0,0.0,0.0,0.063
2019-20,202709,Cory Joseph,1610612758,SAC,Sacramento Kings,1,Isolation,31,0.059,47.1,0.65,15.8,72,20,9,27,0.333,0.333,0.065,0.065,0.032,0.097
2019-20,202710,Jimmy Butler,1610612748,MIA,Miami Heat,1,Isolation,108,0.097,79.3,0.95,70.0,58,103,33,79,0.418,0.437,0.231,0.231,0.037,0.065
2019-20,202711,Bojan Bogdanovic,1610612762,UTA,Utah Jazz,1,Isolation,115,0.095,77.3,0.92,64.0,63,106,36,92,0.391,0.5,0.052,0.061,0.0,0.139
2019-20,202734,E'Twaun Moore,1610612740,NOP,New Orleans Pelicans,1,Isolation,23,0.047,35.1,0.87,53.3,56,20,9,22,0.409,0.455,0.0,0.0,0.0,0.043
2019-20,202738,Isaiah Thomas,1610612764,WAS,Washington Wizards,1,Isolation,14,0.026,9.1,0.79,33.5,40,11,4,12,0.333,0.375,0.071,0.071,0.0,0.071
2019-20,202954,Brad Wanamaker,1610612738,BOS,Boston Celtics,1,Isolation,16,0.032,16.9,0.5,4.5,71,8,1,11,0.091,0.091,0.188,0.188,0.0,0.125
2019-20,203076,Anthony Davis,1610612747,LAL,Los Angeles Lakers,1,Isolation,120,0.082,69.4,0.96,71.3,63,115,38,96,0.396,0.401,0.167,0.183,0.033,0.05
2019-20,203078,Bradley Beal,1610612764,WAS,Washington Wizards,1,Isolation,156,0.092,74.8,0.9,58.7,57,140,50,123,0.407,0.423,0.147,0.154,0.051,0.109
2019-20,203081,Damian Lillard,1610612757,POR,Portland Trail Blazers,1,Isolation,314,0.179,97.9,1.07,87.0,66,337,114,248,0.46,0.53,0.111,0.15,0.025,0.086
2019-20,203082,Terrence Ross,1610612753,ORL,Orlando Magic,1,Isolation,26,0.027,11.2,0.65,16.6,69,17,7,21,0.333,0.357,0.0,0.038,0.0,0.154
2019-20,203083,Andre Drummond,1610612739,CLE,Cleveland Cavaliers,1,Isolation,14,0.093,75.6,0.64,15.0,8,9,4,10,0.4,0.45,0.143,0.143,0.071,0.214
2019-20,203083,Andre Drummond,1610612765,DET,Detroit Pistons,1,Isolation,61,0.063,53.7,0.79,34.4,49,48,18,45,0.4,0.4,0.115,0.131,0.0,0.131
2019-20,203084,Harrison Barnes,1610612758,SAC,Sacramento Kings,1,Isolation,80,0.08,67.4,0.8,36.1,72,64,19,54,0.352,0.352,0.175,0.2,0.025,0.15
2019-20,203085,Austin Rivers,1610612745,HOU,Houston Rockets,1,Isolation,136,0.228,99.2,1.04,83.39999999999999,68,141,51,117,0.436,0.513,0.125,0.14,0.051,0.051
2019-20,203087,Jeremy Lamb,1610612754,IND,Indiana Pacers,1,Isolation,42,0.073,62.4,0.81,40.1,46,34,13,37,0.351,0.392,0.071,0.095,0.024,0.048
2019-20,203095,Evan Fournier,1610612753,ORL,Orlando Magic,1,Isolation,44,0.038,23.6,0.77,29.5,66,34,14,32,0.438,0.453,0.068,0.068,0.023,0.227
2019-20,203107,Tomas Satoransky,1610612741,CHI,Chicago Bulls,1,Isolation,28,0.038,23.6,0.96,72.39999999999999,65,27,12,27,0.444,0.444,0.107,0.107,0.071,0.0
2019-20,203110,Draymond Green,1610612744,GSW,Golden State Warriors,1,Isolation,14,0.031,14.9,0.71,21.1,43,10,3,11,0.273,0.318,0.143,0.214,0.071,0.071
2019-20,203114,Khris Middleton,1610612749,MIL,Milwaukee Bucks,1,Isolation,151,0.129,89.3,0.98,73.7,62,148,51,126,0.405,0.452,0.119,0.126,0.013,0.053
2019-20,203115,Will Barton,1610612743,DEN,Denver Nuggets,1,Isolation,57,0.064,56.6,0.81,39.3,58,46,17,50,0.34,0.43,0.035,0.035,0.0,0.088
2019-20,203145,Kent Bazemore,1610612758,SAC,Sacramento Kings,1,Isolation,13,0.048,36.8,0.77,28.2,25,10,2,9,0.222,0.222,0.308,0.308,0.077,0.077
2019-20,203468,CJ McCollum,1610612757,POR,Portland Trail Blazers,1,Isolation,208,0.133,90.1,0.88,56.3,70,183,74,179,0.413,0.453,0.063,0.072,0.01,0.077
2019-20,203469,Cody Zeller,1610612766,CHA,Charlotte Hornets,1,Isolation,13,0.021,3.7,0.92,65.0,58,12,4,12,0.333,0.417,0.077,0.077,0.0,0.0
2019-20,203471,Dennis Schroder,1610612760,OKC,Oklahoma City Thunder,1,Isolation,123,0.1,82.2,1.01,81.39999999999999,65,124,43,90,0.478,0.511,0.146,0.154,0.024,0.138
2019-20,203486,Mason Plumlee,1610612743,DEN,Denver Nuggets,1,Isolation,15,0.034,19.4,0.93,66.5,61,14,4,10,0.4,0.4,0.333,0.333,0.0,0.0
2019-20,203487,Michael Carter-Williams,1610612753,ORL,Orlando Magic,1,Isolation,20,0.056,45.0,0.8,36.1,45,16,6,19,0.316,0.316,0.1,0.15,0.1,0.0
2019-20,203496,Robert Covington,1610612750,MIN,Minnesota Timberwolves,1,Isolation,14,0.023,6.6,1.14,93.9,48,16,6,12,0.5,0.667,0.0,0.0,0.0,0.143
2019-20,203500,Steven Adams,1610612760,OKC,Oklahoma City Thunder,1,Isolation,15,0.022,5.0,0.8,36.1,63,12,5,11,0.455,0.455,0.067,0.067,0.0,0.2
2019-20,203501,Tim Hardaway Jr.,1610612742,DAL,Dallas Mavericks,1,Isolation,66,0.064,56.6,0.83,45.1,71,55,19,60,0.317,0.4,0.076,0.076,0.0,0.015
2019-20,203503,Tony Snell,1610612765,DET,Detroit Pistons,1,Isolation,10,0.024,7.9,1.1,89.8,59,11,5,8,0.625,0.688,0.0,0.0,0.0,0.2
2019-20,203504,Trey Burke,1610612755,PHI,Philadelphia 76ers,1,Isolation,10,0.069,60.7,1.4,97.6,25,14,5,7,0.714,0.714,0.3,0.3,0.0,0.0
2019-20,203506,Victor Oladipo,1610612754,IND,Indiana Pacers,1,Isolation,30,0.094,76.4,0.53,6.9,19,16,6,22,0.273,0.295,0.067,0.067,0.0,0.2
2019-20,203507,Giannis Antetokounmpo,1610612749,MIL,Milwaukee Bucks,1,Isolation,258,0.149,93.4,0.9,58.3,63,231,89,205,0.434,0.48,0.116,0.14,0.05,0.116
2019-20,203524,Solomon Hill,1610612763,MEM,Memphis Grizzlies,1,Isolation,20,0.069,60.7,0.85,48.6,48,17,7,18,0.389,0.444,0.1,0.1,0.05,0.05
2019-20,203526,Raul Neto,1610612755,PHI,Philadelphia 76ers,1,Isolation,18,0.062,52.1,0.61,11.8,54,11,5,16,0.313,0.313,0.111,0.111,0.056,0.056
2019-20,203552,Seth Curry,1610612742,DAL,Dallas Mavericks,1,Isolation,28,0.042,29.3,1.0,80.0,64,28,11,25,0.44,0.52,0.036,0.036,0.0,0.071
2019-20,203894,Shabazz Napier,1610612750,MIN,Minnesota Timberwolves,1,Isolation,22,0.056,45.0,0.86,51.8,36,19,7,17,0.412,0.471,0.045,0.045,0.0,0.182
2019-20,203894,Shabazz Napier,1610612764,WAS,Washington Wizards,1,Isolation,21,0.083,69.8,0.62,13.0,20,13,5,17,0.294,0.382,0.0,0.0,0.0,0.19
2019-20,203895,Jordan McRae,1610612764,WAS,Washington Wizards,1,Isolation,38,0.097,79.3,0.89,57.9,29,34,11,30,0.367,0.417,0.132,0.158,0.0,0.053
2019-20,203897,Zach LaVine,1610612741,CHI,Chicago Bulls,1,Isolation,175,0.114,85.1,0.91,61.9,60,160,52,148,0.351,0.426,0.103,0.114,0.023,0.063
2019-20,203901,Elfrid Payton,1610612752,NYK,New York Knicks,1,Isolation,22,0.038,23.6,0.77,29.5,45,17,7,18,0.389,0.389,0.136,0.136,0.0,0.045
2019-20,203903,Jordan Clarkson,1610612739,CLE,Cleveland Cavaliers,1,Isolation,46,0.116,86.8,0.91,61.5,29,42,15,40,0.375,0.413,0.109,0.13,0.065,0.065
2019-20,203903,Jordan Clarkson,1610612762,UTA,Utah Jazz,1,Isolation,61,0.097,79.3,1.07,86.6,42,65,26,50,0.52,0.57,0.098,0.098,0.049,0.131
2019-20,203914,Gary Harris,1610612743,DEN,Denver Nuggets,1,Isolation,13,0.021,3.7,0.77,28.2,56,10,2,6,0.333,0.333,0.308,0.385,0.0,0.154
2019-20,203915,Spencer Dinwiddie,1610612751,BKN,Brooklyn Nets,1,Isolation,205,0.148,93.0,0.95,68.8,64,195,56,153,0.366,0.412,0.234,0.239,0.039,0.054
2019-20,203918,Rodney Hood,1610612757,POR,Portland Trail Blazers,1,Isolation,24,0.119,88.0,1.42,98.0,21,34,14,22,0.636,0.705,0.125,0.125,0.042,0.0
2019-20,203922,Glenn Robinson III,1610612744,GSW,Golden State Warriors,1,Isolation,21,0.036,21.9,0.67,17.1,48,14,5,15,0.333,0.333,0.143,0.143,0.0,0.143
2019-20,203924,Jerami Grant,1610612743,DEN,Denver Nuggets,1,Isolation,31,0.04,26.9,0.9,59.9,71,28,9,25,0.36,0.36,0.226,0.226,0.065,0.032
2019-20,203932,Aaron Gordon,1610612753,ORL,Orlando Magic,1,Isolation,53,0.055,44.2,0.75,25.9,62,40,13,42,0.31,0.321,0.189,0.189,0.038,0.057
2019-20,203933,T.J. Warren,1610612754,IND,Indiana Pacers,1,Isolation,51,0.044,31.4,0.84,47.8,67,43,19,44,0.432,0.432,0.078,0.078,0.02,0.078
2019-20,203935,Marcus Smart,1610612738,BOS,Boston Celtics,1,Isolation,53,0.062,52.1,0.81,40.9,60,43,13,39,0.333,0.372,0.132,0.17,0.019,0.113
2019-20,203937,Kyle Anderson,1610612763,MEM,Memphis Grizzlies,1,Isolation,20,0.047,35.1,0.75,24.2,67,15,6,14,0.429,0.429,0.25,0.25,0.0,0.05
2019-20,203944,Julius Randle,1610612752,NYK,New York Knicks,1,Isolation,204,0.151,94.6,0.75,26.3,64,154,62,164,0.378,0.39,0.078,0.088,0.029,0.137
2019-20,203952,Andrew Wiggins,1610612744,GSW,Golden State Warriors,1,Isolation,19,0.081,68.2,0.84,46.9,12,16,7,17,0.412,0.412,0.158,0.158,0.105,0.053
2019-20,203952,Andrew Wiggins,1610612750,MIN,Minnesota Timberwolves,1,Isolation,90,0.091,73.6,0.8,36.1,42,72,31,81,0.383,0.42,0.067,0.067,0.033,0.067
2019-20,203953,Jabari Parker,1610612737,ATL,Atlanta Hawks,1,Isolation,17,0.035,20.7,1.06,85.39999999999999,32,18,6,12,0.5,0.5,0.118,0.176,0.0,0.118
2019-20,203954,Joel Embiid,1610612755,PHI,Philadelphia 76ers,1,Isolation,95,0.083,69.8,0.84,46.9,51,80,31,71,0.437,0.451,0.126,0.137,0.042,0.158
2019-20,203967,Dario Saric,1610612756,PHX,Phoenix Suns,1,Isolation,16,0.023,6.6,0.75,24.2,66,12,5,12,0.417,0.417,0.063,0.063,0.0,0.188
2019-20,203992,Bogdan Bogdanovic,1610612758,SAC,Sacramento Kings,1,Isolation,54,0.059,47.1,0.94,67.60000000000001,61,51,20,49,0.408,0.5,0.019,0.037,0.019,0.074
2019-20,203999,Nikola Jokic,1610612743,DEN,Denver Nuggets,1,Isolation,90,0.063,53.7,1.02,82.6,73,92,37,74,0.5,0.52,0.1,0.111,0.011,0.078
2019-20,204001,Kristaps Porzingis,1610612742,DAL,Dallas Mavericks,1,Isolation,48,0.042,29.3,0.54,8.1,57,26,11,41,0.268,0.268,0.083,0.083,0.021,0.083
2019-20,204060,Joe Ingles,1610612762,UTA,Utah Jazz,1,Isolation,37,0.05,40.5,1.05,85.0,72,39,12,32,0.375,0.5,0.081,0.108,0.0,0.027
2019-20,204456,T.J. McConnell,1610612754,IND,Indiana Pacers,1,Isolation,26,0.049,38.0,1.5,99.2,71,39,19,25,0.76,0.76,0.038,0.038,0.038,0.038
2019-20,1626143,Jahlil Okafor,1610612740,NOP,New Orleans Pelicans,1,Isolation,10,0.044,31.4,0.5,4.5,30,5,2,9,0.222,0.222,0.1,0.1,0.0,0.0
2019-20,1626144,Emmanuel Mudiay,1610612762,UTA,Utah Jazz,1,Isolation,28,0.063,53.7,0.86,50.2,54,24,10,21,0.476,0.5,0.107,0.107,0.036,0.179
2019-20,1626145,Tyus Jones,1610612763,MEM,Memphis Grizzlies,1,Isolation,21,0.041,28.5,0.48,4.0,65,10,4,17,0.235,0.235,0.0,0.048,0.0,0.143
2019-20,1626149,Montrezl Harrell,1610612746,LAC,LA Clippers,1,Isolation,98,0.092,74.8,1.04,84.2,63,102,39,75,0.52,0.52,0.276,0.265,0.133,0.092
2019-20,1626153,Delon Wright,1610612742,DAL,Dallas Mavericks,1,Isolation,32,0.06,49.2,0.94,67.2,73,30,10,26,0.385,0.404,0.188,0.188,0.063,0.063
2019-20,1626156,D'Angelo Russell,1610612744,GSW,Golden State Warriors,1,Isolation,76,0.095,77.3,1.03,83.0,33,78,28,68,0.412,0.485,0.092,0.092,0.013,0.026
2019-20,1626156,D'Angelo Russell,1610612750,MIN,Minnesota Timberwolves,1,Isolation,45,0.161,95.9,1.29,96.4,12,58,19,41,0.463,0.634,0.089,0.089,0.022,0.022
2019-20,1626157,Karl-Anthony Towns,1610612750,MIN,Minnesota Timberwolves,1,Isolation,49,0.06,49.2,1.12,91.1,35,55,17,35,0.486,0.557,0.143,0.184,0.0,0.102
2019-20,1626161,Willie Cauley-Stein,1610612744,GSW,Golden State Warriors,1,Isolation,20,0.063,53.7,0.3,0.0,41,6,2,16,0.125,0.125,0.05,0.05,0.0,0.15
2019-20,1626162,Kelly Oubre Jr.,1610612756,PHX,Phoenix Suns,1,Isolation,31,0.031,14.9,0.87,53.8,56,27,9,24,0.375,0.396,0.194,0.194,0.0,0.032
2019-20,1626164,Devin Booker,1610612756,PHX,Phoenix Suns,1,Isolation,201,0.114,85.1,0.95,68.0,71,190,66,156,0.423,0.462,0.129,0.139,0.03,0.114
2019-20,1626171,Bobby Portis,1610612752,NYK,New York Knicks,1,Isolation,30,0.043,30.6,0.8,36.1,66,24,12,30,0.4,0.4,0.0,0.0,0.0,0.0
2019-20,1626174,Christian Wood,1610612765,DET,Detroit Pistons,1,Isolation,36,0.052,41.7,0.61,11.8,62,22,8,24,0.333,0.333,0.111,0.139,0.0,0.194
2019-20,1626178,Rondae Hollis-Jefferson,1610612761,TOR,Toronto Raptors,1,Isolation,17,0.038,23.6,1.24,96.0,60,21,8,14,0.571,0.571,0.176,0.176,0.0,0.0
2019-20,1626179,Terry Rozier,1610612766,CHA,Charlotte Hornets,1,Isolation,85,0.074,63.2,0.88,57.1,63,75,26,74,0.351,0.439,0.094,0.094,0.035,0.071
2019-20,1626181,Norman Powell,1610612761,TOR,Toronto Raptors,1,Isolation,19,0.026,9.1,1.11,90.3,52,21,8,16,0.5,0.594,0.053,0.053,0.0,0.105
2019-20,1626188,Quinn Cook,1610612747,LAL,Los Angeles Lakers,1,Isolation,20,0.079,66.5,1.15,94.7,44,23,11,19,0.579,0.605,0.0,0.0,0.0,0.05
2019-20,1626196,Josh Richardson,1610612755,PHI,Philadelphia 76ers,1,Isolation,26,0.032,16.9,1.12,90.7,55,29,11,24,0.458,0.542,0.077,0.077,0.0,0.0
2019-20,1626204,Larry Nance Jr.,1610612739,CLE,Cleveland Cavaliers,1,Isolation,21,0.04,26.9,0.95,69.6,56,20,9,18,0.5,0.556,0.0,0.0,0.0,0.143
2019-20,1626209,Mario Hezonja,1610612757,POR,Portland Trail Blazers,1,Isolation,14,0.049,38.0,1.0,80.0,53,14,4,9,0.444,0.444,0.214,0.214,0.0,0.143
2019-20,1627732,Ben Simmons,1610612755,PHI,Philadelphia 76ers,1,Isolation,51,0.052,41.7,0.98,74.1,57,50,17,30,0.567,0.567,0.255,0.275,0.0,0.137
2019-20,1627734,Domantas Sabonis,1610612754,IND,Indiana Pacers,1,Isolation,12,0.01,0.0,0.5,4.5,62,6,3,11,0.273,0.273,0.0,0.0,0.0,0.083
2019-20,1627736,Malik Beasley,1610612750,MIN,Minnesota Timberwolves,1,Isolation,12,0.045,33.1,0.75,24.2,14,9,4,12,0.333,0.375,0.0,0.0,0.0,0.0
2019-20,1627737,Marquese Chriss,1610612744,GSW,Golden State Warriors,1,Isolation,13,0.024,7.9,0.62,12.6,59,8,2,8,0.25,0.25,0.231,0.231,0.077,0.231
2019-20,1627739,Kris Dunn,1610612741,CHI,Chicago Bulls,1,Isolation,19,0.044,31.4,1.0,80.0,51,19,9,14,0.643,0.643,0.105,0.105,0.053,0.211
2019-20,1627741,Buddy Hield,1610612758,SAC,Sacramento Kings,1,Isolation,86,0.062,52.1,0.87,54.3,72,75,30,77,0.39,0.481,0.012,0.012,0.012,0.105
2019-20,1627742,Brandon Ingram,1610612740,NOP,New Orleans Pelicans,1,Isolation,191,0.134,90.5,0.96,70.89999999999999,62,183,62,137,0.453,0.467,0.162,0.178,0.026,0.131
2019-20,1627747,Caris LeVert,1610612751,BKN,Brooklyn Nets,1,Isolation,169,0.182,98.8,0.78,31.2,45,131,41,134,0.306,0.336,0.166,0.183,0.036,0.053
